image,event,date,second,milisecond,tweek,f_min<2kHz,confidence
1,1,20150902_230932,93,128,0,1,0.472
1,2,20150902_230932,93,128,1,1,0.386
1,3,20150902_230932,93,271,0,0,0.662
1,4,20150902_230932,93,350,0,1,0.603
1,5,20150902_230932,93,458,0,0,0.313
1,6,20150902_230932,93,690,0,0,0.656
1,7,20150902_230932,93,743,0,0,0.606
1,8,20150902_230932,93,752,0,1,0.354
1,9,20150902_230932,93,752,1,1,0.532
1,10,20150902_230932,93,775,0,1,0.46
1,11,20150902_230932,93,775,1,1,0.625
1,12,20150902_230932,93,797,0,0,0.623
1,13,20150902_230932,93,909,0,1,0.356
1,14,20150902_230932,93,909,1,1,0.497
1,15,20150902_230932,93,985,0,0,0.566
2,1,20150902_231433,109,156,0,1,0.309
2,2,20150902_231433,109,220,0,0,0.701
2,3,20150902_231433,109,387,0,0,0.597
2,4,20150902_231433,109,429,0,1,0.481
2,5,20150902_231433,109,503,0,1,0.672
2,6,20150902_231433,109,529,0,1,0.401
2,7,20150902_231433,109,529,1,1,0.506
2,8,20150902_231433,109,543,0,0,0.31
2,9,20150902_231433,109,543,1,0,0.57
2,10,20150902_231433,109,575,0,0,0.646
2,11,20150902_231433,109,595,0,0,0.511
2,12,20150902_231433,109,612,0,1,0.327
2,13,20150902_231433,109,619,0,0,0.515
2,14,20150902_231433,109,626,0,0,0.519
2,15,20150902_231433,109,841,0,0,0.483
2,16,20150902_231433,109,849,0,1,0.597
2,17,20150902_231433,109,871,0,0,0.58
2,18,20150902_231433,109,904,0,1,0.637
2,19,20150902_231433,109,965,0,1,0.535
3,1,20150902_231433,44,241,0,0,0.319
3,2,20150902_231433,44,283,0,0,0.404
3,3,20150902_231433,44,543,0,0,0.676
3,4,20150902_231433,44,672,0,0,0.7
3,5,20150902_231433,44,716,0,1,0.397
3,6,20150902_231433,44,716,1,1,0.611
3,7,20150902_231433,44,738,0,1,0.467
3,8,20150902_231433,44,747,0,1,0.327
3,9,20150902_231433,44,869,0,1,0.43
3,10,20150902_231433,44,969,0,0,0.577
4,1,20150902_231433,47,46,0,1,0.691
4,2,20150902_231433,47,189,0,0,0.618
4,3,20150902_231433,47,208,1,1,0.702
4,4,20150902_231433,47,274,1,1,0.481
4,5,20150902_231433,47,297,0,1,0.311
4,6,20150902_231433,47,297,1,1,0.517
4,7,20150902_231433,47,405,0,0,0.371
4,8,20150902_231433,47,412,0,0,0.631
4,9,20150902_231433,47,462,0,1,0.516
4,10,20150902_231433,47,462,1,1,0.442
4,11,20150902_231433,47,663,0,0,0.628
4,12,20150902_231433,47,745,0,0,0.627
5,1,20150902_231433,63,6,1,1,0.742
5,2,20150902_231433,63,57,0,1,0.388
5,3,20150902_231433,63,57,1,1,0.481
5,4,20150902_231433,63,89,1,1,0.578
5,5,20150902_231433,63,122,0,1,0.435
5,6,20150902_231433,63,129,0,0,0.536
5,7,20150902_231433,63,166,1,1,0.69
5,8,20150902_231433,63,291,1,1,0.76
5,9,20150902_231433,63,379,0,1,0.327
5,10,20150902_231433,63,379,1,1,0.55
5,11,20150902_231433,63,508,0,0,0.489
5,12,20150902_231433,63,508,1,1,0.501
5,13,20150902_231433,63,578,0,0,0.588
5,14,20150902_231433,63,621,0,1,0.465
5,15,20150902_231433,63,723,0,0,0.502
5,16,20150902_231433,63,797,0,1,0.345
5,17,20150902_231433,63,868,0,0,0.693
5,18,20150902_231433,63,882,0,0,0.596
5,19,20150902_231433,63,944,0,0,0.571
5,20,20150902_231433,63,970,0,0,0.328
5,21,20150902_231433,63,992,0,0,0.66
6,1,20150902_231433,78,216,0,1,0.636
6,2,20150902_231433,78,277,0,1,0.521
6,3,20150902_231433,78,464,0,1,0.631
6,4,20150902_231433,78,550,0,0,0.7
6,5,20150902_231433,78,612,0,1,0.617
6,6,20150902_231433,78,620,0,0,0.343
6,7,20150902_231433,78,645,0,0,0.534
6,8,20150902_231433,78,664,0,1,0.465
6,9,20150902_231433,78,692,0,1,0.422
6,10,20150902_231433,78,692,1,1,0.524
6,11,20150902_231433,78,767,1,1,0.615
6,12,20150902_231433,78,804,0,1,0.546
7,1,20150902_231433,90,25,0,1,0.678
7,2,20150902_231433,90,132,1,1,0.43
7,3,20150902_231433,90,132,0,1,0.438
7,4,20150902_231433,90,186,0,1,0.615
7,5,20150902_231433,90,268,0,1,0.694
7,6,20150902_231433,90,368,0,1,0.555
7,7,20150902_231433,90,368,1,1,0.366
7,8,20150902_231433,90,431,0,1,0.589
7,9,20150902_231433,90,493,0,1,0.624
7,10,20150902_231433,90,674,0,1,0.652
7,11,20150902_231433,90,857,0,0,0.545
8,1,20150902_231933,102,100,1,1,0.662
8,2,20150902_231933,102,129,1,1,0.634
8,3,20150902_231933,102,153,0,1,0.508
8,4,20150902_231933,102,190,1,1,0.643
8,5,20150902_231933,102,244,0,1,0.306
8,6,20150902_231933,102,246,1,1,0.57
8,7,20150902_231933,102,417,0,0,0.565
8,8,20150902_231933,102,786,0,1,0.657
8,9,20150902_231933,102,813,0,1,0.63
8,10,20150902_231933,102,864,0,1,0.687
8,11,20150902_231933,102,913,0,0,0.425
8,12,20150902_231933,102,966,0,1,0.663
9,1,20150902_231933,105,7,0,0,0.446
9,2,20150902_231933,105,182,0,0,0.676
9,3,20150902_231933,105,210,1,1,0.65
9,4,20150902_231933,105,210,0,1,0.313
9,5,20150902_231933,105,228,1,1,0.361
9,6,20150902_231933,105,228,0,1,0.319
9,7,20150902_231933,105,239,0,0,0.347
9,8,20150902_231933,105,273,0,1,0.6
9,9,20150902_231933,105,312,0,1,0.447
9,10,20150902_231933,105,312,1,1,0.392
9,11,20150902_231933,105,408,0,1,0.506
9,12,20150902_231933,105,417,0,1,0.451
9,13,20150902_231933,105,426,0,1,0.52
9,14,20150902_231933,105,475,0,0,0.451
9,15,20150902_231933,105,498,0,0,0.638
9,16,20150902_231933,105,516,0,0,0.539
9,17,20150902_231933,105,590,0,1,0.646
10,1,20150902_231933,5,38,0,1,0.319
10,2,20150902_231933,5,69,0,0,0.679
10,3,20150902_231933,5,241,0,1,0.377
10,4,20150902_231933,5,241,1,1,0.385
10,5,20150902_231933,5,452,0,1,0.436
10,6,20150902_231933,5,581,0,1,0.708
10,7,20150902_231933,5,652,0,1,0.664
10,8,20150902_231933,5,706,0,1,0.393
10,9,20150902_231933,5,706,1,1,0.52
10,10,20150902_231933,5,748,0,1,0.6
11,1,20150902_231933,61,176,0,1,0.372
11,2,20150902_231933,61,176,1,1,0.585
11,3,20150902_231933,61,194,1,1,0.479
11,4,20150902_231933,61,194,0,1,0.499
11,5,20150902_231933,61,212,1,1,0.468
11,6,20150902_231933,61,241,0,1,0.599
11,7,20150902_231933,61,259,0,1,0.527
11,8,20150902_231933,61,267,0,1,0.575
11,9,20150902_231933,61,281,0,1,0.554
11,10,20150902_231933,61,303,0,1,0.587
11,11,20150902_231933,61,327,0,1,0.67
11,12,20150902_231933,61,574,0,0,0.328
12,1,20150902_231933,80,23,0,1,0.677
12,2,20150902_231933,80,97,0,0,0.448
12,3,20150902_231933,80,143,0,0,0.645
12,4,20150902_231933,80,298,0,1,0.434
12,5,20150902_231933,80,298,1,1,0.515
12,6,20150902_231933,80,380,0,1,0.547
12,7,20150902_231933,80,477,0,1,0.47
12,8,20150902_231933,80,477,1,1,0.399
12,9,20150902_231933,80,495,0,1,0.307
12,10,20150902_231933,80,495,1,1,0.573
12,11,20150902_231933,80,621,0,0,0.307
12,12,20150902_231933,80,651,0,1,0.615
12,13,20150902_231933,80,712,0,0,0.408
12,14,20150902_231933,80,730,0,0,0.696
12,15,20150902_231933,80,779,0,1,0.515
12,16,20150902_231933,80,830,0,1,0.67
12,17,20150902_231933,80,854,0,1,0.566
12,18,20150902_231933,80,865,0,1,0.498
12,19,20150902_231933,80,875,0,1,0.492
13,1,20150902_232433,116,61,1,1,0.369
13,2,20150902_232433,116,61,0,1,0.38
13,3,20150902_232433,116,89,0,0,0.34
13,4,20150902_232433,116,257,0,0,0.526
13,5,20150902_232433,116,287,1,1,0.723
13,6,20150902_232433,116,405,0,0,0.346
13,7,20150902_232433,116,586,0,1,0.407
13,8,20150902_232433,116,670,1,1,0.576
13,9,20150902_232433,116,804,0,0,0.726
13,10,20150902_232433,116,818,0,0,0.68
13,11,20150902_232433,116,860,1,1,0.411
13,12,20150902_232433,116,860,0,1,0.521
13,13,20150902_232433,116,863,0,1,0.344
13,14,20150902_232433,116,897,0,0,0.64
13,15,20150902_232433,116,911,0,0,0.594
13,16,20150902_232433,116,975,1,1,0.616
14,1,20150902_232433,44,37,1,1,0.575
14,2,20150902_232433,44,56,0,1,0.515
14,3,20150902_232433,44,68,0,0,0.415
14,4,20150902_232433,44,89,0,1,0.518
14,5,20150902_232433,44,112,0,1,0.378
14,6,20150902_232433,44,112,0,0,0.536
14,7,20150902_232433,44,142,0,1,0.427
14,8,20150902_232433,44,166,0,0,0.351
14,9,20150902_232433,44,198,1,1,0.526
14,10,20150902_232433,44,220,0,1,0.48
14,11,20150902_232433,44,220,1,1,0.407
14,12,20150902_232433,44,287,0,0,0.489
14,13,20150902_232433,44,300,0,1,0.311
14,14,20150902_232433,44,337,0,1,0.635
14,15,20150902_232433,44,395,0,1,0.492
14,16,20150902_232433,44,445,0,0,0.497
15,1,20150902_232433,5,114,0,1,0.558
15,2,20150902_232433,5,330,0,1,0.491
15,3,20150902_232433,5,330,1,1,0.403
15,4,20150902_232433,5,359,0,1,0.392
15,5,20150902_232433,5,371,0,1,0.557
15,6,20150902_232433,5,397,1,1,0.686
15,7,20150902_232433,5,429,0,1,0.645
15,8,20150902_232433,5,462,0,0,0.329
15,9,20150902_232433,5,472,0,1,0.448
15,10,20150902_232433,5,472,1,1,0.471
15,11,20150902_232433,5,512,0,1,0.599
15,12,20150902_232433,5,560,0,1,0.638
15,13,20150902_232433,5,614,1,1,0.53
15,14,20150902_232433,5,654,0,1,0.41
15,15,20150902_232433,5,675,0,1,0.414
15,16,20150902_232433,5,709,0,1,0.609
15,17,20150902_232433,5,723,0,1,0.57
15,18,20150902_232433,5,795,0,1,0.632
15,19,20150902_232433,5,889,0,1,0.65
16,1,20150902_232433,52,5,0,0,0.483
16,2,20150902_232433,52,109,0,0,0.576
16,3,20150902_232433,52,215,0,0,0.591
16,4,20150902_232433,52,274,0,0,0.313
16,5,20150902_232433,52,284,0,0,0.581
16,6,20150902_232433,52,301,0,1,0.513
16,7,20150902_232433,52,301,1,1,0.362
16,8,20150902_232433,52,319,0,0,0.593
16,9,20150902_232433,52,438,0,1,0.582
16,10,20150902_232433,52,476,0,1,0.554
16,11,20150902_232433,52,477,1,1,0.393
16,12,20150902_232433,52,509,0,1,0.687
16,13,20150902_232433,52,589,1,1,0.486
16,14,20150902_232433,52,589,0,1,0.578
16,15,20150902_232433,52,607,0,0,0.54
16,16,20150902_232433,52,643,0,1,0.688
16,17,20150902_232433,52,741,0,1,0.371
16,18,20150902_232433,52,770,0,1,0.559
17,1,20150902_232933,26,97,0,0,0.703
17,2,20150902_232933,26,281,0,0,0.644
17,3,20150902_232933,26,303,0,0,0.344
17,4,20150902_232933,26,352,0,1,0.589
17,5,20150902_232933,26,362,0,1,0.316
17,6,20150902_232933,26,386,0,1,0.716
17,7,20150902_232933,26,432,0,1,0.39
17,8,20150902_232933,26,449,0,0,0.471
17,9,20150902_232933,26,487,0,1,0.562
17,10,20150902_232933,26,499,0,0,0.342
17,11,20150902_232933,26,524,0,1,0.601
17,12,20150902_232933,26,531,0,1,0.517
17,13,20150902_232933,26,576,0,1,0.651
17,14,20150902_232933,26,597,0,1,0.612
17,15,20150902_232933,26,675,0,0,0.591
17,16,20150902_232933,26,721,0,1,0.455
17,17,20150902_232933,26,745,0,0,0.477
17,18,20150902_232933,26,755,0,1,0.585
17,19,20150902_232933,26,876,0,0,0.704
17,20,20150902_232933,26,890,0,1,0.51
17,21,20150902_232933,26,890,1,1,0.512
17,22,20150902_232933,26,916,0,1,0.468
17,23,20150902_232933,26,935,0,1,0.603
17,24,20150902_232933,26,963,0,1,0.59
17,25,20150902_232933,26,993,0,1,0.418
18,1,20150902_232933,58,85,0,0,0.516
18,2,20150902_232933,58,305,0,0,0.653
18,3,20150902_232933,58,323,0,1,0.47
18,4,20150902_232933,58,568,1,1,0.594
18,5,20150902_232933,58,569,0,1,0.324
18,6,20150902_232933,58,593,0,1,0.527
18,7,20150902_232933,58,608,0,1,0.369
18,8,20150902_232933,58,608,1,1,0.557
18,9,20150902_232933,58,639,0,1,0.477
18,10,20150902_232933,58,655,0,0,0.316
18,11,20150902_232933,58,785,0,1,0.622
18,12,20150902_232933,58,856,0,1,0.504
18,13,20150902_232933,58,873,0,1,0.525
18,14,20150902_232933,58,911,0,0,0.492
18,15,20150902_232933,58,922,0,1,0.51
18,16,20150902_232933,58,948,0,1,0.467
18,17,20150902_232933,58,969,0,1,0.407
19,1,20150902_232933,68,5,0,1,0.375
19,2,20150902_232933,68,47,0,0,0.668
19,3,20150902_232933,68,120,0,1,0.635
19,4,20150902_232933,68,194,0,1,0.697
19,5,20150902_232933,68,235,0,1,0.419
19,6,20150902_232933,68,258,0,0,0.594
19,7,20150902_232933,68,289,0,0,0.574
19,8,20150902_232933,68,338,1,1,0.737
19,9,20150902_232933,68,426,0,0,0.521
19,10,20150902_232933,68,462,0,0,0.604
19,11,20150902_232933,68,495,0,0,0.591
19,12,20150902_232933,68,552,0,0,0.612
19,13,20150902_232933,68,575,0,0,0.631
19,14,20150902_232933,68,604,0,1,0.613
19,15,20150902_232933,68,739,0,1,0.506
19,16,20150902_232933,68,739,1,1,0.308
19,17,20150902_232933,68,877,0,0,0.475
19,18,20150902_232933,68,982,0,1,0.615
20,1,20150902_233434,24,424,0,1,0.544
20,2,20150902_233434,24,635,1,1,0.741
20,3,20150902_233434,24,733,0,1,0.585
20,4,20150902_233434,24,741,0,1,0.528
20,5,20150902_233434,24,774,0,1,0.628
20,6,20150902_233434,24,805,0,1,0.614
20,7,20150902_233434,24,837,0,1,0.506
20,8,20150902_233434,24,890,1,1,0.392
20,9,20150902_233434,24,891,0,1,0.477
21,1,20150902_233434,66,75,0,1,0.349
21,2,20150902_233434,66,75,1,1,0.481
21,3,20150902_233434,66,102,0,0,0.676
21,4,20150902_233434,66,118,1,1,0.552
21,5,20150902_233434,66,140,0,1,0.556
21,6,20150902_233434,66,151,1,1,0.403
21,7,20150902_233434,66,151,0,1,0.53
21,8,20150902_233434,66,162,0,1,0.366
21,9,20150902_233434,66,180,0,0,0.462
21,10,20150902_233434,66,191,0,0,0.416
21,11,20150902_233434,66,224,0,1,0.557
21,12,20150902_233434,66,249,0,0,0.496
21,13,20150902_233434,66,272,0,0,0.354
21,14,20150902_233434,66,287,0,1,0.654
21,15,20150902_233434,66,321,0,0,0.657
21,16,20150902_233434,66,338,0,1,0.559
21,17,20150902_233434,66,379,0,0,0.666
21,18,20150902_233434,66,516,0,0,0.615
21,19,20150902_233434,66,530,0,0,0.328
21,20,20150902_233434,66,738,0,0,0.51
21,21,20150902_233434,66,777,0,0,0.453
21,22,20150902_233434,66,830,0,0,0.533
22,1,20150902_233434,79,305,1,1,0.641
22,2,20150902_233434,79,342,0,1,0.512
22,3,20150902_233434,79,342,1,1,0.36
22,4,20150902_233434,79,382,0,1,0.324
22,5,20150902_233434,79,382,1,1,0.448
22,6,20150902_233434,79,680,1,1,0.453
22,7,20150902_233434,79,732,0,0,0.398
23,1,20150902_233934,140,192,0,1,0.551
23,2,20150902_233934,140,265,0,1,0.655
23,3,20150902_233934,140,355,1,1,0.605
23,4,20150902_233934,140,405,0,1,0.369
23,5,20150902_233934,140,523,0,1,0.534
23,6,20150902_233934,140,533,0,1,0.52
23,7,20150902_233934,140,605,1,1,0.65
23,8,20150902_233934,140,657,0,1,0.429
23,9,20150902_233934,140,701,0,1,0.422
23,10,20150902_233934,140,714,0,1,0.308
23,11,20150902_233934,140,716,0,1,0.404
23,12,20150902_233934,140,723,0,1,0.55
23,13,20150902_233934,140,746,0,1,0.328
23,14,20150902_233934,140,780,0,1,0.399
23,15,20150902_233934,140,820,0,1,0.437
23,16,20150902_233934,140,860,0,0,0.648
23,17,20150902_233934,140,871,0,1,0.432
23,18,20150902_233934,140,904,0,0,0.516
23,19,20150902_233934,140,923,0,0,0.4
23,20,20150902_233934,140,969,0,0,0.505
24,1,20150902_234434,8,3,0,1,0.446
24,2,20150902_234434,8,17,0,1,0.435
24,3,20150902_234434,8,31,0,1,0.414
24,4,20150902_234434,8,42,0,1,0.488
24,5,20150902_234434,8,80,0,1,0.655
24,6,20150902_234434,8,90,0,1,0.447
24,7,20150902_234434,8,206,0,0,0.464
24,8,20150902_234434,8,282,0,1,0.584
24,9,20150902_234434,8,318,1,1,0.682
24,10,20150902_234434,8,353,0,0,0.572
24,11,20150902_234434,8,404,0,0,0.369
24,12,20150902_234434,8,502,0,1,0.615
24,13,20150902_234434,8,597,0,0,0.35
24,14,20150902_234434,8,687,0,1,0.539
24,15,20150902_234434,8,934,0,1,0.461
25,1,20150902_234934,8,27,0,1,0.47
25,2,20150902_234934,8,27,1,1,0.369
25,3,20150902_234934,8,127,0,1,0.608
25,4,20150902_234934,8,265,0,1,0.653
25,5,20150902_234934,8,348,0,1,0.312
25,6,20150902_234934,8,365,0,1,0.407
25,7,20150902_234934,8,365,1,1,0.341
25,8,20150902_234934,8,485,0,1,0.457
25,9,20150902_234934,8,562,0,1,0.469
25,10,20150902_234934,8,581,0,1,0.509
25,11,20150902_234934,8,856,0,1,0.389
25,12,20150902_234934,8,856,1,1,0.643
25,13,20150902_234934,8,881,0,1,0.605
25,14,20150902_234934,8,936,0,1,0.42
25,15,20150902_234934,8,936,1,1,0.603
25,16,20150902_234934,8,962,0,1,0.605
26,1,20150907_142436,43,59,0,0,0.64
26,2,20150907_142436,43,120,0,0,0.566
26,3,20150907_142436,43,265,0,0,0.664
26,4,20150907_142436,43,355,0,0,0.654
26,5,20150907_142436,43,946,0,0,0.464
27,1,20150907_142436,54,137,0,0,0.734
27,2,20150907_142436,54,162,0,0,0.636
27,3,20150907_142436,54,190,0,0,0.369
27,4,20150907_142436,54,208,0,0,0.613
27,5,20150907_142436,54,298,0,0,0.499
27,6,20150907_142436,54,346,0,0,0.647
27,7,20150907_142436,54,393,0,0,0.646
27,8,20150907_142436,54,400,0,0,0.698
27,9,20150907_142436,54,433,0,0,0.365
27,10,20150907_142436,54,966,0,0,0.515
28,1,20150907_142436,57,297,0,0,0.522
28,2,20150907_142436,57,305,0,0,0.46
28,3,20150907_142436,57,360,0,0,0.634
28,4,20150907_142436,57,582,0,0,0.718
28,5,20150907_142436,57,649,0,0,0.675
29,1,20150907_142936,135,6,0,0,0.308
29,2,20150907_142936,135,68,0,0,0.669
29,3,20150907_142936,135,89,0,0,0.354
29,4,20150907_142936,135,132,0,0,0.683
29,5,20150907_142936,135,142,0,0,0.341
29,6,20150907_142936,135,142,0,0,0.4
29,7,20150907_142936,135,153,0,0,0.568
29,8,20150907_142936,135,164,0,0,0.535
29,9,20150907_142936,135,182,0,0,0.708
29,10,20150907_142936,135,331,0,0,0.714
29,11,20150907_142936,135,403,0,0,0.438
29,12,20150907_142936,135,482,0,0,0.529
29,13,20150907_142936,135,678,0,0,0.63
30,1,20150907_142936,61,10,0,0,0.475
30,2,20150907_142936,61,85,0,0,0.485
30,3,20150907_142936,61,122,0,0,0.568
30,4,20150907_142936,61,230,0,0,0.4
30,5,20150907_142936,61,716,0,1,0.672
30,6,20150907_142936,61,749,0,0,0.697
30,7,20150907_142936,61,828,0,0,0.689
30,8,20150907_142936,61,878,0,0,0.59
31,1,20150907_144437,132,69,0,0,0.562
31,2,20150907_144437,132,300,0,0,0.658
31,3,20150907_144437,132,319,0,0,0.706
31,4,20150907_144437,132,346,0,0,0.705
31,5,20150907_144437,132,360,0,0,0.49
31,6,20150907_144437,132,420,0,0,0.614
31,7,20150907_144437,132,441,0,0,0.349
31,8,20150907_144437,132,451,0,0,0.31
31,9,20150907_144437,132,530,0,0,0.627
31,10,20150907_144437,132,556,0,0,0.455
31,11,20150907_144437,132,582,0,0,0.602
31,12,20150907_144437,132,642,0,0,0.413
31,13,20150907_144437,132,664,0,0,0.583
31,14,20150907_144437,132,717,0,0,0.688
31,15,20150907_144437,132,755,0,0,0.647
32,1,20150907_144437,68,155,0,0,0.628
32,2,20150907_144437,68,379,0,0,0.7
32,3,20150907_144437,68,391,0,0,0.633
32,4,20150907_144437,68,398,0,0,0.544
32,5,20150907_144437,68,409,0,0,0.549
32,6,20150907_144437,68,467,0,0,0.713
32,7,20150907_144437,68,482,0,0,0.404
32,8,20150907_144437,68,758,0,0,0.381
32,9,20150907_144437,68,966,0,0,0.516
32,10,20150907_144437,68,981,0,0,0.363
32,11,20150907_144437,68,991,0,0,0.58
33,1,20150907_144937,58,24,0,0,0.712
33,2,20150907_144937,58,61,0,0,0.709
33,3,20150907_144937,58,210,0,0,0.61
33,4,20150907_144937,58,279,0,0,0.711
33,5,20150907_144937,58,291,0,0,0.473
33,6,20150907_144937,58,305,0,0,0.661
33,7,20150907_144937,58,356,0,0,0.727
33,8,20150907_144937,58,380,0,0,0.529
33,9,20150907_144937,58,394,0,0,0.562
33,10,20150907_144937,58,438,0,0,0.303
33,11,20150907_144937,58,493,0,0,0.521
33,12,20150907_144937,58,554,0,0,0.392
33,13,20150907_144937,58,601,0,0,0.492
33,14,20150907_144937,58,760,0,0,0.687
33,15,20150907_144937,58,811,0,0,0.535
33,16,20150907_144937,58,857,0,0,0.545
33,17,20150907_144937,58,898,0,0,0.685
33,18,20150907_144937,58,913,0,0,0.335
34,1,20150907_145437,1,49,0,0,0.561
34,2,20150907_145437,1,88,0,0,0.672
34,3,20150907_145437,1,111,0,0,0.533
34,4,20150907_145437,1,170,0,0,0.567
34,5,20150907_145437,1,186,0,0,0.44
34,6,20150907_145437,1,243,0,0,0.626
34,7,20150907_145437,1,291,0,0,0.565
34,8,20150907_145437,1,314,0,0,0.662
34,9,20150907_145437,1,327,0,0,0.67
34,10,20150907_145437,1,341,0,0,0.688
34,11,20150907_145437,1,356,0,0,0.614
34,12,20150907_145437,1,459,0,0,0.346
34,13,20150907_145437,1,564,0,0,0.639
34,14,20150907_145437,1,577,0,0,0.413
34,15,20150907_145437,1,676,0,0,0.661
34,16,20150907_145437,1,707,0,0,0.663
34,17,20150907_145437,1,760,0,0,0.354
34,18,20150907_145437,1,787,0,0,0.728
35,1,20150907_145437,104,135,0,0,0.373
35,2,20150907_145437,104,355,0,0,0.711
35,3,20150907_145437,104,612,0,0,0.708
35,4,20150907_145437,104,659,0,0,0.723
35,5,20150907_145437,104,695,0,0,0.335
35,6,20150907_145437,104,709,0,0,0.579
35,7,20150907_145437,104,771,0,0,0.458
35,8,20150907_145437,104,811,0,0,0.418
35,9,20150907_145437,104,830,0,0,0.586
35,10,20150907_145437,104,844,0,0,0.554
36,1,20150907_145437,86,8,0,0,0.642
36,2,20150907_145437,86,20,0,0,0.656
36,3,20150907_145437,86,127,0,0,0.753
36,4,20150907_145437,86,144,0,0,0.675
36,5,20150907_145437,86,164,0,0,0.718
36,6,20150907_145437,86,188,0,0,0.699
36,7,20150907_145437,86,272,0,0,0.692
36,8,20150907_145437,86,460,0,0,0.675
36,9,20150907_145437,86,900,0,0,0.609
36,10,20150907_145437,86,953,0,0,0.365
36,11,20150907_145437,86,960,0,0,0.424
37,1,20150907_145938,119,70,0,0,0.703
37,2,20150907_145938,119,244,0,0,0.507
37,3,20150907_145938,119,255,0,0,0.492
37,4,20150907_145938,119,300,0,1,0.709
37,5,20150907_145938,119,436,0,0,0.328
37,6,20150907_145938,119,457,0,0,0.348
37,7,20150907_145938,119,506,0,0,0.585
37,8,20150907_145938,119,704,0,0,0.519
37,9,20150907_145938,119,758,0,0,0.323
37,10,20150907_145938,119,774,0,0,0.728
37,11,20150907_145938,119,793,0,0,0.69
37,12,20150907_145938,119,830,0,0,0.588
37,13,20150907_145938,119,874,0,0,0.415
38,1,20150907_145938,46,93,0,0,0.631
38,2,20150907_145938,46,188,0,0,0.547
38,3,20150907_145938,46,210,0,0,0.706
38,4,20150907_145938,46,258,0,0,0.55
38,5,20150907_145938,46,272,0,0,0.651
38,6,20150907_145938,46,297,0,0,0.546
38,7,20150907_145938,46,308,0,0,0.681
38,8,20150907_145938,46,358,0,0,0.629
38,9,20150907_145938,46,436,0,0,0.409
38,10,20150907_145938,46,476,0,0,0.727
38,11,20150907_145938,46,512,0,0,0.588
38,12,20150907_145938,46,694,0,0,0.65
38,13,20150907_145938,46,719,0,0,0.666
38,14,20150907_145938,46,749,0,0,0.365
39,1,20150907_145938,82,72,0,0,0.536
39,2,20150907_145938,82,275,0,0,0.366
39,3,20150907_145938,82,294,0,0,0.684
39,4,20150907_145938,82,360,0,0,0.63
39,5,20150907_145938,82,383,0,1,0.727
39,6,20150907_145938,82,472,0,0,0.66
39,7,20150907_145938,82,484,0,0,0.571
39,8,20150907_145938,82,638,0,0,0.736
39,9,20150907_145938,82,747,0,0,0.495
39,10,20150907_145938,82,966,0,0,0.675
40,1,20150907_150438,61,31,0,0,0.722
40,2,20150907_150438,61,44,0,0,0.41
40,3,20150907_150438,61,50,0,0,0.621
40,4,20150907_150438,61,80,0,0,0.586
40,5,20150907_150438,61,153,0,0,0.736
40,6,20150907_150438,61,173,0,0,0.7
40,7,20150907_150438,61,531,0,0,0.513
40,8,20150907_150438,61,590,0,0,0.405
40,9,20150907_150438,61,634,0,0,0.333
40,10,20150907_150438,61,728,0,0,0.509
40,11,20150907_150438,61,874,0,0,0.419
41,1,20150907_150938,140,64,0,0,0.694
41,2,20150907_150938,140,145,0,0,0.713
41,3,20150907_150938,140,185,0,0,0.652
41,4,20150907_150938,140,205,0,0,0.513
41,5,20150907_150938,140,231,0,0,0.335
41,6,20150907_150938,140,242,0,0,0.66
41,7,20150907_150938,140,261,0,0,0.709
41,8,20150907_150938,140,288,0,0,0.31
41,9,20150907_150938,140,299,0,0,0.651
41,10,20150907_150938,140,355,0,0,0.551
41,11,20150907_150938,140,378,0,0,0.616
41,12,20150907_150938,140,463,0,0,0.413
41,13,20150907_150938,140,554,0,0,0.546
41,14,20150907_150938,140,675,0,0,0.613
41,15,20150907_150938,140,723,0,0,0.698
41,16,20150907_150938,140,771,0,0,0.402
41,17,20150907_150938,140,814,0,0,0.565
42,1,20150914_125211,12,257,0,1,0.523
42,2,20150914_125211,12,258,0,1,0.528
42,3,20150914_125211,12,271,0,1,0.545
42,4,20150914_125211,12,290,0,1,0.722
42,5,20150914_125211,12,330,0,0,0.502
42,6,20150914_125211,12,342,0,0,0.674
42,7,20150914_125211,12,955,0,0,0.445
43,1,20150914_130211,23,238,0,0,0.478
43,2,20150914_130211,23,299,0,0,0.427
43,3,20150914_130211,23,331,0,0,0.586
43,4,20150914_130211,23,388,0,1,0.74
43,5,20150914_130211,23,402,0,1,0.684
43,6,20150914_130211,23,414,0,0,0.647
43,7,20150914_130211,23,464,0,0,0.302
43,8,20150914_130211,23,498,0,0,0.505
43,9,20150914_130211,23,584,0,0,0.652
43,10,20150914_130211,23,631,0,0,0.483
43,11,20150914_130211,23,639,0,0,0.649
43,12,20150914_130211,23,663,0,0,0.395
43,13,20150914_130211,23,708,0,0,0.608
43,14,20150914_130211,23,742,0,0,0.591
43,15,20150914_130211,23,777,0,0,0.486
43,16,20150914_130211,23,821,0,0,0.353
43,17,20150914_130211,23,871,0,0,0.472
43,18,20150914_130211,23,945,0,0,0.575
44,1,20150914_130211,31,23,0,0,0.615
44,2,20150914_130211,31,84,0,0,0.732
44,3,20150914_130211,31,168,0,0,0.525
44,4,20150914_130211,31,289,0,0,0.487
44,5,20150914_130211,31,400,0,0,0.705
